treeId,cellId,latitude,longitude,species
2110950,58,40.71526514199052,-73.9917522700008,Japanese pagoda tree
2145850,58,40.71554989892133,-73.99228858293047,London planetree
2110882,58,40.715597884059974,-73.99200156437489,London planetree
2110949,58,40.71554748894558,-73.9916057150759,Japanese pagoda tree
15208616,58,40.716161340357814,-73.99291546628567,'Green Vase' Zelkova
15208617,58,40.716222490652534,-73.99288585337797,'Green Vase' Zelkova
2110883,58,40.71583649534527,-73.99188029784543,London planetree
2124922,58,40.7159700857997,-73.99199597947295,London planetree
2110948,58,40.71576601503707,-73.99149228740895,Japanese pagoda tree
4607135,58,40.71593906981385,-73.99183044954852,swamp white oak
15247226,58,40.71575969166395,-73.99138289294136,Kentucky coffeetree
2145847,58,40.71607744657305,-73.99202119378516,pin oak
2124921,58,40.71605719285529,-73.99195196871618,London planetree
2111032,59,40.715854057407576,-73.99133356430609,Japanese pagoda tree
2110960,59,40.71646474492797,-73.99265817036321,sawtooth oak
2110961,59,40.71642914756796,-73.99254090113162,pin oak
2110962,59,40.71639355008836,-73.99242363277685,sawtooth oak
2110963,59,40.71635795248916,-73.99230636454732,pin oak
2110991,59,40.71590534789339,-73.99108717292219,littleleaf linden
2110893,59,40.716154078170156,-73.9916289916076,English oak
13518610,59,40.715896269800645,-73.99101621680286,sawtooth oak
2110892,59,40.716115645502434,-73.99150000754537,sawtooth oak
2116214,59,40.715989812093476,-73.99108601404959,sawtooth oak
2116213,59,40.71595658569381,-73.99097682430383,sawtooth oak
2116212,59,40.715915409317546,-73.9908415090388,sawtooth oak
15208598,59,40.71631129531499,-73.99163853580798,'Allee' Chinese elm
13807461,59,40.71621343755769,-73.99128146606957,sawtooth oak
15208600,59,40.716359916489395,-73.99161536008184,'Allee' Chinese elm
2110901,59,40.71646703432067,-73.99155446968638,Thornless honeylocust
2110879,59,40.716325503747186,-73.9912050450407,Japanese pagoda tree
2116109,59,40.716346459640114,-73.99108152481817,American basswood
15971228,59,40.71656521126438,-73.991504074614,'Princeton' American elm
2116110,59,40.71641742599217,-73.99104467460728,Japanese pagoda tree
15208602,59,40.71661961177917,-73.99148772337206,'Allee' Chinese elm
2116111,60,40.71646388547354,-73.99102054952012,Japanese pagoda tree
15208603,60,40.71667586203649,-73.9914544811815,'Allee' Chinese elm
2116112,60,40.716514430473964,-73.99099430453182,Japanese pagoda tree
15208605,60,40.71677485836136,-73.99139646214469,'Allee' Chinese elm
2110878,60,40.71664502636918,-73.99104078941984,littleleaf linden
